Speaker	Utterance	Emotion	Sentiment
Phoebe	Not your name!	sadness	negative
Phoebe	All right, this has got to stop!	anger	negative
Phoebe	Chandler is a great name!	anger	negative
Phoebe	In fact—yes,  I’m, I’m sorry.	sadness	negative
Phoebe	I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.	neutral	neutral

Chandler	Okay. Okay. All right. Help! Am I a Mark, or a John?	neutral	neutral
Joey	Nah, you’re not tall enough to be a Mark, but you might make a good Barney.	neutral	neutral
Chandler	All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.	neutral	neutral
Chandler	Hey, look, this name has been holding me back my entire life.	anger	negative
Chandler	Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson.	neutral	neutral

Ross	Damn! I thought that was going to be romantic as hell!	surprise	negative
Emily	It was.	neutral	neutral

Student	Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me.	sadness	negative
Joey	Wow! That was good. That was... Tweezers?	surprise	negative
Student	No.	neutral	neutral
Joey	Whoa. That was really good.	surprise	positive
Student	Thanks, any suggestions?	neutral	neutral

Phoebe	You-you…you had sex with Ursula?!	surprise	negative
Eric	Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and	fear	negative
Phoebe	You didn’t notice she was wearing different clothes?!	surprise	negative
Eric	Well I was just so excited to see you.	sadness	negative
Phoebe	Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.	disgust	negative
Eric	No-no it’s not!	sadness	negative
Eric	I don’t want to lose you!	fear	negative
Eric	It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.	sadness	negative
Phoebe	So I guess this is it.	sadness	negative
Eric	Yeah.  Maybe it’s for the best. You smell just like her.	sadness	negative
Phoebe	Yeah, so do you.	anger	negative

Phoebe	Hey!	joy	positive
Rachel	Hi.	neutral	neutral
Phoebe	So, did shopping make you feel any better about Ross?	neutral	neutral
Rachel	Manhattan does not have enough stores.	sadness	negative
Phoebe	Well,	neutral	neutral
Rachel	You can?	surprise	positive
Phoebe	Yeah. I just need you to bring me some photos of Ross.	neutral	neutral
Rachel	Um-hmm.	neutral	neutral
Phoebe	And a small piece of chocolate.	neutral	neutral

Rachel	Okay.	neutral	neutral
Chandler	Okay, we have to talk. I’m just getting out of a very serious relationship	sadness	negative

Chandler	Okay, we have to talk. I’m just getting out of a very serious relationship	sadness	negative
Janice	I know! And I’m just getting out of a marriage, I mean talk about meant to be!	fear	negative
Chandler	Right! I just think that this is happening too soon.	joy	positive
Janice	Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.	sadness	negative
Chandler	I hear ya.  But! Unfortunately, my company is transferring me overseas!	disgust	negative
Janice	Oh no! Where to?  Too Paris?	surprise	positive
Chandler	No! No! Not, Paris.	neutral	neutral
Janice	Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?	joy	positive
Chandler	Okay, could you just stop talking for a second?  Yemen. That’s right, yes, I’m being transferred to Yemen!	anger	negative
Janice	When?	anger	negative
Chandler	I don’t know exactly.	neutral	neutral
Janice	Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.	sadness	negative
Chandler	But I do know that it’s some time tomorrow.	joy	positive

Phoebe	Ooh, this is it!  Oh, that’s him! That’s him!	joy	positive
Joey	Great! Go get him.	joy	positive
Phoebe	Wait a second, or maybe you can go in first.	neutral	neutral
Joey	He’s not really my type.	neutral	neutral
Phoebe	No not you, Dr. Drake Remoray. You can ask him questions and see what’s he like. People tell doctors everything.	neutral	neutral
Phoebe	But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.	sadness	negative
Joey	You do attract some stinkers.	sadness	negative

Woman	Chandler.	neutral	neutral
Chandler	Mrs. Tedlock. You're looking lovely today. And may I say, that is a	neutral	neutral
Chandler	Oh, listen.	neutral	neutral
Chandler	If this is about those prank memos, I had nothing to do with them.	neutral	neutral
Chandler	Really.	joy	positive
Chandler	Nothing at all.	neutral	neutral
Chandler	Really.	joy	positive
Chandler	Nothing.	neutral	neutral

Chandler	Mrs. Tedlock. You're looking lovely today. And may I say, that is a	neutral	neutral
Mrs. Tedlock	Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.	neutral	neutral
Chandler	Oh, listen.	neutral	neutral
Chandler	If this is about those prank memos, I had nothing to do with them.	neutral	neutral
Chandler	Really.	joy	positive
Chandler	Nothing at all.	neutral	neutral
Chandler	Really.	joy	positive
Chandler	Nothing.	neutral	neutral

Chandler	Y’know when we move in together, can I get a gumball machine?	neutral	neutral
Monica	Of course! Joey wouldn’t let you have one?	sadness	negative
Chandler	No. When it comes to sweets, he’s surprisingly strict.	sadness	negative
Monica	Hey, have you figured out a way to tell him you’re moving out?	neutral	neutral
Chandler	No, no, I keep trying, y’know?	anger	negative
Chandler	I can get out, "Joey, I have too…" but then I lose my nerve and I always finish with, "…go to the bathroom."	sadness	negative
Chandler	He may think I’m sick.	neutral	neutral
Monica	Y’know, I really have to tell Rachel, but I… We just have to get it over with!	neutral	neutral
Monica	Y’know, the next time we see them we’re just gonna tell them.	neutral	neutral
Monica	That’s it.	neutral	neutral
Chandler	Oh, so that’s this is gonna work now? You’re just gonna order me around all the time?	joy	positive
Monica	Pretty much.	neutral	neutral
Chandler	All right.	neutral	neutral

Chandler	No, no, I keep trying, y’know?	anger	negative
Chandler	I can get out, "Joey, I have too…" but then I lose my nerve and I always finish with, "…go to the bathroom."	sadness	negative
Chandler	He may think I’m sick.	neutral	neutral
Chandler	All right.	neutral	neutral
Joey	Hey Monica!	joy	positive

Monica	Y’know, I really have to tell Rachel, but I… We just have to get it over with!	neutral	neutral
Monica	Y’know, the next time we see them we’re just gonna tell them.	neutral	neutral
Monica	That’s it.	neutral	neutral
Joey	Hey Monica!	joy	positive
Monica	Hi!	joy	positive
Joey	Hey man, you feeling any better?	neutral	neutral
Monica	Joey, we have something to tell you.	neutral	neutral
Joey	Oh my God! You’re pregnant!	surprise	positive

Phoebe	Yeah, if you get married in Vegas, you’re only married in Vegas.	neutral	neutral
Monica	What are you talking about? If you get married in Vegas you’re married everywhere.	neutral	neutral
Phoebe	Really?!	surprise	negative
Monica	Yeah!	neutral	neutral
Phoebe	Oh my God!—Eh! Well	surprise	negative

Monica	You see that guy? He’s in classics now, but y'know as soon as we leave he’s going straight to the porn.	disgust	negative
Richard	He’s gonna go up to the counter with	neutral	neutral
Monica	Yeah.	neutral	neutral
Richard	I missed this.	joy	positive
Monica	Me too.	anger	negative
Richard	So, you wanna get a hamburger or something?	neutral	neutral

The Guys	Yes! Yes! Yes! Yes! Awww!	joy	positive
Phoebe	Hey, it’s your Thanksgiving too, y'know, instead of watching football, you could help.	anger	negative
The Guys	We will.	neutral	neutral

The Guys	We will.	neutral	neutral
Monica	Okay, Rachel, you wanna put the marshmellows in concentric circles.	neutral	neutral

Monica	Okay, Rachel, you wanna put the marshmellows in concentric circles.	neutral	neutral
Rachel	No Mon,	neutral	neutral
Monica	Every year.	neutral	neutral

Phoebe	Hey! Ross!	joy	positive
Chandler	Die Hard	neutral	neutral

Chandler	Die Hard	neutral	neutral
Joey	Yep. Hey, what do you say we make it a double feature?	neutral	neutral
Chandler	What’d you rent?	neutral	neutral
Joey	Die Hard 2	neutral	neutral
Chandler	Joey, this is	neutral	neutral
Joey	Oh, well we watch it a second time and its	neutral	neutral
Chandler	No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.	neutral	neutral
Joey	What are you talking about? Bitch.	anger	negative

Joey	Oh, well we watch it a second time and its	neutral	neutral
Ross	Joey, we	neutral	neutral
Joey	And?	neutral	neutral
Ross	And it’ll be cool to see it again! Yeah!	joy	positive
Ross	Die Hard	neutral	neutral
Ross	Dude, you didn’t say	neutral	neutral

Ross	And it’ll be cool to see it again! Yeah!	joy	positive
Ross	Die Hard	neutral	neutral
Ross	Dude, you didn’t say	neutral	neutral
Chandler	Yeah, I just got uh, got plans.	neutral	neutral
Ross	Well, John McClane had plans!	anger	negative
Chandler	No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.	neutral	neutral

Phoebe	Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!	joy	positive
Ross	Stop going through my stuff !	anger	negative
Ross	Hey Rach, have you seen Charlie anywhere?	neutral	neutral
Ross	I'm smarter than	neutral	neutral

Ross	Stop going through my stuff !	anger	negative
Rachel	Hey!	joy	positive
Rachel	No.	neutral	neutral
Ross	Hey Rach, have you seen Charlie anywhere?	neutral	neutral
Ross	I'm smarter than	neutral	neutral

Rachel	Hey!	joy	positive
Monica	Hey!	joy	positive
Rachel	I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.	anger	negative
Monica	No, you can't! Friends hooking up is a bad idea.	fear	negative
Rachel	Please, what about you and Chandler?	anger	negative
Monica	That's different! I was drunk and stupid!	anger	negative
Rachel	Well hello !	anger	negative
Monica	What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?	neutral	neutral
Rachel	I could, I could but I don't want to! I want to kiss Joey!	anger	negative
Monica	Alright . I think it's a big mistake but it's your decision.	neutral	neutral
Rachel	I'm gonna do it.	joy	positive
Monica	And I can't stop you.	neutral	neutral
Rachel	No.	neutral	neutral

Ross	Oh, hey, Gunther, check this out.	joy	positive
Gunther	Yeah, that-that Chandler cracks me up.	joy	positive

Gunther	Yeah, that-that Chandler cracks me up.	joy	positive
Joey	Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there.	neutral	neutral
Joey	Nah, it’s okay. Right, Gunther?	neutral	neutral
Gunther	Don’t wink at me. And put on your apron.	anger	negative
Joey	Okay, but I don’t see you asking any other paying customers to put on aprons.	sadness	negative

Joey	Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there.	neutral	neutral
Ross	Uh, yeah, I’ll take a coffee. Thanks, man.	neutral	neutral
Joey	Sure.  Coffee? ‘Cause I’m going up there.	joy	positive

Joey	Sure.  Coffee? ‘Cause I’m going up there.	joy	positive
Rachel	No.	neutral	neutral
Joey	Just being friendly.	anger	negative
Rachel	Joey, honey, I don’t think you’re supposed to go back there.	anger	negative
Joey	Nah, it’s okay. Right, Gunther?	neutral	neutral

Rachel	No.	neutral	neutral
Monica	No, thank you.	neutral	neutral

Monica	No, thank you.	neutral	neutral
Joey	You guys need anything, ‘cause I’m heading up there.	neutral	neutral
Joey	You got it.	neutral	neutral
Monica	Joey, what are you doing?	surprise	negative
Joey	Just being friendly.	anger	negative
Joey	Okay, but I don’t see you asking any other paying customers to put on aprons.	sadness	negative
Monica	Joey, do you work here?	surprise	negative
Joey	No.	neutral	neutral

Joey	You guys need anything, ‘cause I’m heading up there.	neutral	neutral
Woman	I’d love an ice water.	neutral	neutral
Joey	You got it.	neutral	neutral

Joey	No.	neutral	neutral
Customer	Hey, waiter.	neutral	neutral
Joey	Yeah?	neutral	neutral

Chandler	You’ve reached Monica and Chandler’s, if you’re listening to this message, we’re probably screening.  Yeah we are.	neutral	neutral
The Museum Official	Hi, this is Heldi from the Morgan Chase museum.	neutral	neutral
The Museum Official	I’m calling for Monica Geller.	neutral	neutral
The Museum Official	I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available	neutral	neutral
Chandler	This is Chandler Bing! This is Chandler Bing!  Yes, the groom—No! Not the groom!!	surprise	negative

Monica	Thank you.	neutral	neutral
Phoebe	Thanks.	neutral	neutral
Monica	I can't believe this! This is like the worst night ever!	anger	negative
Phoebe	Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am	neutral	neutral
Monica	This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.	sadness	negative
Phoebe	So go fix it!	neutral	neutral
Phoebe	Go find Chandler!	neutral	neutral
Phoebe	He's probably up in your room!	sadness	negative
Phoebe	Tell him that you're sorry and that you love him.	anger	negative
Monica	Y'know what? You're right Phoebe. You're right. Thank you!	joy	positive
